,Unnamed: 0,Unnamed: 0.1,Customer,Agent,Created Date,Close Date,Duration,SalesAgentEmailID_boris@piedpiper.com,SalesAgentEmailID_cassey@piedpiper.com,SalesAgentEmailID_cecily@piedpiper.com,SalesAgentEmailID_corliss@piedpiper.com,SalesAgentEmailID_daniell@piedpiper.com,SalesAgentEmailID_darcel@piedpiper.com,SalesAgentEmailID_donn@piedpiper.com,SalesAgentEmailID_elease@piedpiper.com,SalesAgentEmailID_garret@piedpiper.com,SalesAgentEmailID_gladys@piedpiper.com,SalesAgentEmailID_hayden@piedpiper.com,SalesAgentEmailID_james@piedpiper.com,SalesAgentEmailID_jonathan@piedpiper.com,SalesAgentEmailID_kami@piedpiper.com,SalesAgentEmailID_kary@piedpiper.com,SalesAgentEmailID_lajuana@piedpiper.com,SalesAgentEmailID_markita@piedpiper.com,SalesAgentEmailID_marty@piedpiper.com,SalesAgentEmailID_maureen@piedpiper.com,SalesAgentEmailID_moses@piedpiper.com,SalesAgentEmailID_niesha@piedpiper.com,SalesAgentEmailID_reed@piedpiper.com,SalesAgentEmailID_rosalina@piedpiper.com,SalesAgentEmailID_rosie@piedpiper.com,SalesAgentEmailID_versie@piedpiper.com,SalesAgentEmailID_vicki@piedpiper.com,SalesAgentEmailID_violet@piedpiper.com,SalesAgentEmailID_wilburn@piedpiper.com,SalesAgentEmailID_zane@piedpiper.com,ContactEmailID_antionette@bluthcompany.com,ContactEmailID_ashlie@sonron.com,ContactEmailID_belinda@finjob.com,ContactEmailID_benny@treequote.com,ContactEmailID_bryan@bioholding.com,ContactEmailID_candice@stanredtax.com,ContactEmailID_cassy@bioplex.com,ContactEmailID_claribel@goodsilron.com,ContactEmailID_corrinne@isdom.com,ContactEmailID_crista@rundofase.com,ContactEmailID_cuc@acmecorporation.com,ContactEmailID_danilo@betasoloin.com,ContactEmailID_darrel@rangreen.com,ContactEmailID_darryl@lexiqvolax.com,ContactEmailID_darwin@dambase.com,ContactEmailID_deanne@plusstrip.com,ContactEmailID_delila@konex.com,ContactEmailID_edison@scottech.com,ContactEmailID_eleonore@donware.com,ContactEmailID_elisa@warephase.com,ContactEmailID_faviola@cancity.com,ContactEmailID_garfield@nam-zim.com,ContactEmailID_gaylord@faxquote.com,ContactEmailID_genie@betatech.com,ContactEmailID_gertrude@massivedynamic.com,ContactEmailID_golda@condax.com,ContactEmailID_gordon@scotfind.com,ContactEmailID_hai@thenewyorkinquirer.com,ContactEmailID_halley@labdrill.com,ContactEmailID_hsiu@fasehatice.com,ContactEmailID_israel@zumgoity.com,ContactEmailID_ivana@konmatfix.com,ContactEmailID_ivory@conecom.com,ContactEmailID_jackie@doncon.com,ContactEmailID_juliette@hottechi.com,ContactEmailID_junko@streethex.com,ContactEmailID_justine@codehow.com,ContactEmailID_karole@gencopuraoliveoilcompany.com,ContactEmailID_kelli@golddex.com,ContactEmailID_kelly@ron-tech.com,ContactEmailID_kenton@kan-code.com,ContactEmailID_kristle@dontechi.com,ContactEmailID_krystle@gekko&co.com,ContactEmailID_laveta@zoomit.com,ContactEmailID_lavone@green-plus.com,ContactEmailID_lavonia@vehementcapitalpartners.com,ContactEmailID_loise@mathtouch.com,ContactEmailID_malissa@donquadtech.com,ContactEmailID_maren@rantouch.com,ContactEmailID_margarito@bubbagump.com,ContactEmailID_maxie@sunnamplex.com,ContactEmailID_mellie@finhigh.com,ContactEmailID_mirta@iselectrics.com,ContactEmailID_monte@kinnamplus.com,ContactEmailID_natisha@groovestreet.com,ContactEmailID_nedra@ontomedia.com,ContactEmailID_nelia@dalttechnology.com,ContactEmailID_orpha@umbrellacorporation.com,ContactEmailID_palmira@inity.com,ContactEmailID_paola@opentech.com,ContactEmailID_pedro@newex.com,ContactEmailID_riley@blackzim.com,ContactEmailID_robbie@cheers.com,ContactEmailID_rosalyn@zencorporation.com,ContactEmailID_rosanne@y-corporation.com,ContactEmailID_salina@gogozoom.com,ContactEmailID_shella@zotware.com,ContactEmailID_shemeka@xx-holding.com,ContactEmailID_sherman@toughzap.com,ContactEmailID_somer@ganjaflex.com,ContactEmailID_tambra@singletechno.com,ContactEmailID_tanja@domzoom.com,ContactEmailID_terry@plussunin.com,ContactEmailID_titus@plexzap.com,ContactEmailID_tyron@hatfan.com,ContactEmailID_ursula@sumace.com,ContactEmailID_vanessa@xx-zobam.com,ContactEmailID_vella@yearin.com,ContactEmailID_verna@statholdings.com,ContactEmailID_williemae@zathunicon.com,ContactEmailID_winston@j-texon.com,ContactEmailID_ying@funholding.com,ContactEmailID_yolando@globexcorporation.com,ContactEmailID_zulema@silis.com,Product_GTX Basic,Product_GTX Plus Basic,Product_GTX Plus Pro,Product_GTXPro,Product_MG Advanced,Product_MG Special,Close_Value,Stage,Label
5843,5843,5843,Treequote,Jonathan Berthelot,2017-10-15,2019-07-15,638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57.0,Won,1
5844,5844,5844,Funholding,Darcel Schlecht,2017-10-15,2017-10-30,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,549.0,Won,1
5845,5845,5845,Plussunin,Donn Cantrell,2017-10-15,2018-09-18,338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4694.0,Lost,0
5847,5847,5847,Plusstrip,Kami Bicknell,2017-10-16,2019-06-25,617,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5620.0,Won,1
5848,5848,5848,Mathtouch,Daniell Hammack,2017-10-16,2018-07-19,276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4664.0,Won,1
5849,5849,5849,Kan-code,Violet Mclelland,2017-10-16,2019-10-22,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3749.0,Won,1
5850,5850,5850,Singletechno,Kary Hendrixson,2017-10-16,2018-03-10,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1110.0,Won,1
5852,5852,5852,Cancity,Darcel Schlecht,2017-10-16,2018-05-09,205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5961.0,Won,1
5853,5853,5853,Scottech,Versie Hillebrand,2017-10-16,2019-07-05,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5046.0,Won,1
5855,5855,5855,Nam-zim,Zane Levy,2017-10-16,2018-12-18,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,556.0,Won,1
5856,5856,5856,Hottechi,Jonathan Berthelot,2017-10-16,2018-06-07,234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,460.0,Won,1
5861,5861,5861,Kan-code,Maureen Marcano,2017-10-16,2018-03-21,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4870.0,Won,1
5864,5864,5864,Konex,Violet Mclelland,2017-10-16,2018-04-28,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.0,Won,1
5867,5867,5867,J-Texon,Kami Bicknell,2017-10-17,2018-03-26,160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,565.0,Won,1
5868,5868,5868,Konex,Vicki Laflamme,2017-10-17,2018-09-20,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1180.0,Lost,0
5869,5869,5869,Plussunin,Daniell Hammack,2017-10-17,2018-03-03,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1540.0,Lost,0
5870,5870,5870,Nam-zim,Kami Bicknell,2017-10-17,2019-03-17,516,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4667.0,Lost,0
5872,5872,5872,Warephase,Darcel Schlecht,2017-10-17,2017-12-01,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5321.0,Won,1
5873,5873,5873,Doncon,Zane Levy,2017-10-17,2017-11-19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.0,Won,1
5874,5874,5874,Cancity,Darcel Schlecht,2017-10-17,2019-10-18,731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.0,Lost,0
5875,5875,5875,Zumgoity,Niesha Huffines,2017-10-17,2019-07-02,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4514.0,Lost,0
5876,5876,5876,Ron-tech,Anna Snelling,2017-10-17,2018-10-12,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1249.0,Won,1
5877,5877,5877,Bubba Gump,Corliss Cosme,2017-10-17,2019-09-22,705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,616.0,Won,1
5878,5878,5878,Plexzap,Vicki Laflamme,2017-10-18,2018-08-14,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3676.0,Won,1
5879,5879,5879,Ontomedia,Donn Cantrell,2017-10-18,2019-06-17,607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3892.0,Won,1
5880,5880,5880,Gogozoom,Versie Hillebrand,2017-10-18,2017-10-23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,528.0,Won,1
5883,5883,5883,Bioplex,Reed Clapper,2017-10-18,2018-03-08,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5095.0,Won,1
5888,5888,5888,Yearin,Boris Faz,2017-10-18,2017-12-31,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5201.0,Won,1
5889,5889,5889,Goodsilron,Zane Levy,2017-10-18,2018-03-02,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,595.0,Won,1
5893,5893,5893,Rundofase,Darcel Schlecht,2017-10-18,2018-01-28,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1104.0,Won,1
5894,5894,5894,Zumgoity,Versie Hillebrand,2017-10-18,2019-01-14,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,552.0,Won,1
5897,5897,5897,Plusstrip,Kary Hendrixson,2017-10-19,2017-12-26,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1014.0,Lost,0
5898,5898,5898,Scottech,Lajuana Vencill,2017-10-19,2019-04-15,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,638.0,Won,1
5900,5900,5900,Kan-code,Kary Hendrixson,2017-10-19,2018-11-03,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3893.0,Won,1
5901,5901,5901,Ron-tech,Darcel Schlecht,2017-10-19,2018-06-11,235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4754.0,Won,1
5903,5903,5903,Sonron,Vicki Laflamme,2017-10-19,2018-01-10,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,561.0,Lost,0
5904,5904,5904,Streethex,Lajuana Vencill,2017-10-19,2018-02-19,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,584.0,Won,1
5905,5905,5905,Genco Pura Olive Oil Company,Anna Snelling,2017-10-19,2018-01-28,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.0,Won,1
5906,5906,5906,Isdom,Gladys Colclough,2017-10-19,2018-04-09,172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3230.0,Won,1
5910,5910,5910,Finjob,Vicki Laflamme,2017-10-19,2019-01-04,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.0,Won,1
